eventid,eventtype,alertlevel,country,fromdate,todate,magnitude,depth,rapidpopdescription,maximum_wind_speed_kmh,maximum_storm_surge_m,exposed_population,duration_days,burned_area_ha,people_affected,affected_area_km2,affected_country_count,severity_level,severity_text
1017902,DR,green,Mongolia,2025-05-21T00:00:00,2025-08-30T00:00:00,,,,,,,101.0,,,24491.0,1.0,1.0,Minor impact for agricultural drought in 24491 km2
1018050,DR,green,"Georgia, Russia",2025-07-21T00:00:00,2025-08-20T00:00:00,,,,,,,30.0,,,76987.0,2.0,1.0,Minor impact for agricultural drought in 76987 km2
1016679,DR,green,"Bulgaria, Türkiye",2025-05-21T00:00:00,2025-08-20T00:00:00,,,,,,,91.0,,,118684.0,2.0,1.0,Minor impact for agricultural drought in 118684 km2
1016686,DR,green,"Algeria, Morocco",2024-11-21T00:00:00,2025-08-20T00:00:00,,,,,,,272.0,,,10188.0,2.0,1.0,Minor impact for agricultural drought in 10188 km2
1017671,DR,green,"Tanzania, Uganda",2025-01-21T00:00:00,2025-06-20T00:00:00,,,,,,,150.0,,,49122.0,2.0,1.0,Minor impact for agricultural drought in 49122 km2
1017799,DR,green,Libya,2025-03-21T00:00:00,2025-06-10T00:00:00,,,,,,,81.0,,,4824.0,1.0,1.0,Minor impact for agricultural drought in 4824 km2
1017686,DR,green,"Afghanistan, Islamic Republic of Iran, Kyrgyzstan, Kazakhstan, Pakistan, Tajikistan, Turkmenistan, Uzbekistan",2024-12-21T00:00:00,2025-05-30T00:00:00,,,,,,,160.0,,,390088.0,8.0,1.0,Minor impact for agricultural drought in 390088 km2
1017709,DR,green,"Austria, Belgium, Czech Republic, Germany, Denmark, France, Luxembourg, Netherlands, Poland, Sweden",2024-12-21T00:00:00,2025-04-30T00:00:00,,,,,,,130.0,,,506124.0,10.0,1.0,Minor impact for agricultural drought in 506124 km2
1017548,DR,green,"Ireland, ,",2024-10-21T00:00:00,2025-04-30T00:00:00,,,,,,,191.0,,,183340.0,1.0,1.0,Minor impact for agricultural drought in 183340 km2
1017730,DR,green,"Ethiopia, Sudan, South Sudan",2025-02-21T00:00:00,2025-04-20T00:00:00,,,,,,,58.0,,,60939.0,3.0,1.0,Minor impact for agricultural drought in 60939 km2
1016682,DR,green,"Angola, Democratic Republic of Congo, Zambia",2023-08-21T00:00:00,2025-04-20T00:00:00,,,,,,,608.0,,,36162.0,3.0,1.0,Minor impact for agricultural drought in 36162 km2
1016960,DR,green,"Guinea, Sierra Leone",2024-11-21T00:00:00,2025-03-20T00:00:00,,,,,,,119.0,,,44186.0,2.0,1.0,Minor impact for agricultural drought in 44186 km2
1017629,DR,green,"Lesotho, South Africa",2024-10-21T00:00:00,2025-03-20T00:00:00,,,,,,,150.0,,,107544.0,2.0,1.0,Minor impact for agricultural drought in 107544 km2
1017227,DR,green,United States,2024-07-21T00:00:00,2025-03-20T00:00:00,,,,,,,242.0,,,61378.0,1.0,1.0,Minor impact for agricultural drought in 61378 km2
1017594,DR,green,"Iraq, Islamic Republic of Iran, Turkmenistan",2024-11-21T00:00:00,2025-03-02T00:00:00,,,,,,,101.0,,,527384.0,3.0,1.0,Minor impact for agricultural drought in 527384 km2
1017481,DR,green,Argentina,2024-08-21T00:00:00,2025-02-10T00:00:00,,,,,,,173.0,,,9683.0,1.0,1.0,Minor impact for agricultural drought in 9683 km2
1017347,DR,green,Brazil,2024-07-21T00:00:00,2025-01-20T00:00:00,,,,,,,183.0,,,61093.0,1.0,1.0,Minor impact for agricultural drought in 61093 km2
1017501,DR,green,United States,2024-10-21T00:00:00,2025-01-20T00:00:00,,,,,,,91.0,,,27140.0,1.0,1.0,Minor impact for agricultural drought in 27140 km2
1017013,DR,green,Australia,2024-03-21T00:00:00,2024-12-20T00:00:00,,,,,,,274.0,,,5240.0,1.0,1.0,Minor impact for agricultural drought in 5240 km2
1016878,DR,green,"Mozambique, Zambia, Zimbabwe",2023-12-21T00:00:00,2024-12-18T00:00:00,,,,,,,363.0,,,58574.0,3.0,1.0,Minor impact for agricultural drought in 58574 km2
1017370,DR,green,Angola,2024-08-21T00:00:00,2024-12-18T00:00:00,,,,,,,119.0,,,23630.0,1.0,1.0,Minor impact for agricultural drought in 23630 km2
1017265,DR,green,Russia,2024-06-21T00:00:00,2024-12-18T00:00:00,,,,,,,180.0,,,66976.0,1.0,1.0,Minor impact for agricultural drought in 66976 km2
1017334,DR,green,"Mongolia, Russia",2024-07-21T00:00:00,2024-12-17T00:00:00,,,,,,,149.0,,,97317.0,2.0,1.0,Minor impact for agricultural drought in 97317 km2
1017239,DR,green,"Kenya, Somalia",2024-06-21T00:00:00,2024-11-30T00:00:00,,,,,,,162.0,,,31489.0,2.0,1.0,Minor impact for agricultural drought in 31489 km2
