eventid,eventtype,alertlevel,country,fromdate,todate,magnitude,depth,rapidpopdescription,maximum_wind_speed_kmh,maximum_storm_surge_m,exposed_population,duration_days,burned_area_ha,people_affected,affected_area_km2,affected_country_count,severity_level,severity_text
1000581,TC,green,,2019-08-03T15:00:00,2019-08-05T00:00:00,,,,64.8144,0.0,,,,,,,,
1000579,TC,orange,", Viet Nam, China",2019-07-30T18:00:00,2019-08-03T00:00:00,,,,74.0736,1.292753,,,,,,,,
1000576,TC,green,Japan,2019-07-25T00:00:00,2019-07-27T00:00:00,,,,64.8144,0.736384,1901115.0,,,,,,,
1000574,TC,green,,2019-07-22T09:00:00,2019-07-25T12:00:00,,,,74.074,,,,,,,,,
1000575,TC,green,,2019-07-22T21:00:00,2019-07-23T15:00:00,,,,55.5552,,,,,,,,,
1000573,TC,orange,", Korea, Republic of, Japan, Democratic People's Republic of, China, Philippines",2019-07-16T06:00:00,2019-07-20T12:00:00,,,,,,,,,,,,,
1000571,TC,green,United States,2019-07-10T15:00:00,2019-07-14T21:00:00,,,,,,,,,,,,,
1000572,TC,green,,2019-07-12T21:00:00,2019-07-14T15:00:00,,,,,,,,,,,,,
1000570,TC,green,,2019-07-06T15:00:00,2019-07-08T12:00:00,,,,,,,,,,,,,
1000568,TC,green,,2019-06-30T15:00:00,2019-07-06T12:00:00,,,,,,,,,,,,,
1000569,TC,green,"Viet Nam, Laos, China",2019-07-03T18:00:00,2019-07-04T00:00:00,,,,,,,,,,,,,
1000567,TC,green,,2019-06-28T18:00:00,2019-06-30T12:00:00,,,,,,,,,,,,,
1000566,TC,green,,2019-06-25T21:00:00,2019-06-29T12:00:00,,,,,,,,,,,,,
1000565,TC,orange,", India, Pakistan",2019-06-10T12:00:00,2019-06-17T00:00:00,,,,,,,,,,,,,
1000564,TC,green,,2019-05-20T22:30:00,2019-05-21T21:00:00,,,,,,,,,,,,,
1000563,TC,green,,2019-05-11T18:00:00,2019-05-14T12:00:00,,,,,,,,,,,,,
1000562,TC,green,"Timor-Leste, Indonesia",2019-05-09T06:00:00,2019-05-10T18:00:00,,,,,,,,,,,,,
1000561,TC,red,", India, Bangladesh, Bhutan",2019-04-27T00:00:00,2019-05-03T12:00:00,,,,,,,,,,,,,
1000560,TC,green,,2019-04-23T12:00:00,2019-04-29T12:00:00,,,,,,,,,,,,,
1000559,TC,red,", Mozambique, Comoros",2019-04-23T00:00:00,2019-04-25T18:00:00,,,,,,,,,,,,,
1000558,TC,green,"Australia, Indonesia",2019-04-05T00:00:00,2019-04-10T00:00:00,,,,,,,,,,,,,
1000557,TC,orange,", Mauritius",2019-03-22T00:00:00,2019-03-31T00:00:00,,,,,,,,,,,,,
1000556,TC,green,Australia,2019-03-19T18:00:00,2019-03-26T00:00:00,,,,,,,,,,,,,
1000555,TC,green,Australia,2019-03-17T18:00:00,2019-03-23T00:00:00,,,,,,,,,,,,,
1000553,TC,green,,2019-03-14T00:00:00,2019-03-21T06:00:00,,,,,,,,,,,,,
1000554,TC,green,,2019-03-15T00:00:00,2019-03-18T06:00:00,,,,,,,,,,,,,
1000552,TC,red,"Mozambique, Zimbabwe, Miscellaneous (French) Indian Ocean Islands",2019-03-09T06:00:00,2019-03-15T00:00:00,,,,,,,,,,,,,
1000551,TC,green,,2019-03-02T06:00:00,2019-03-09T00:00:00,,,,,,,,,,,,,
1000550,TC,green,Tonga,2019-02-26T00:00:00,2019-03-01T18:00:00,,,,,,,,,,,,,
1000549,TC,green,Guam,2019-02-19T06:00:00,2019-02-28T18:00:00,,,,,,,,,,,,,
1000548,TC,green,"New Caledonia, Vanuatu, Solomon Islands",2019-02-12T00:00:00,2019-02-23T00:00:00,,,,,,,,,,,,,
1000546,TC,orange,", Mauritius",2019-02-06T00:00:00,2019-02-14T12:00:00,,,,,,,,,,,,,
1000547,TC,green,Tonga,2019-02-09T18:00:00,2019-02-10T06:00:00,,,,,,,,,,,,,
1000545,TC,green,Mauritius,2019-02-05T12:00:00,2019-02-09T18:00:00,,,,,,,,,,,,,
1000544,TC,green,Australia,2019-01-23T18:00:00,2019-01-29T06:00:00,,,,,,,,,,,,,
1000543,TC,green,"Mozambique, Malawi, Madagascar",2019-01-20T00:00:00,2019-01-21T18:00:00,,,,,,,,,,,,,
1000538,TC,green,"Australia, Papua New Guinea",2018-12-31T00:00:00,2019-01-08T00:00:00,,,,,,,,,,,,,
1000541,TC,green,Fiji,2019-01-02T18:00:00,2019-01-07T18:00:00,,,,,,,,,,,,,
1000542,TC,green,,2019-01-04T18:00:00,2019-01-06T12:00:00,,,,,,,,,,,,,
1000539,TC,green,"Myanmar, Thailand, Malaysia, Indonesia",2018-12-31T06:00:00,2019-01-05T18:00:00,,,,,,,,,,,,,
1000537,TC,green,,2018-12-24T12:00:00,2018-12-30T00:00:00,,,,,,,,,,,,,
1000536,TC,green,,2018-12-19T00:00:00,2018-12-24T18:00:00,,,,,,,,,,,,,
1000535,TC,green,,2018-12-15T18:00:00,2018-12-22T12:00:00,,,,,,,,,,,,,
1000534,TC,orange,India,2018-12-15T06:00:00,2018-12-17T12:00:00,,,,,,,,,,,,,
1000533,TC,green,Australia,2018-12-02T00:00:00,2018-12-15T06:00:00,,,,,,,,,,,,,
1000532,TC,green,,2018-11-19T18:00:00,2018-11-27T12:00:00,,,,,,,,,,,,,
1000531,TC,orange,Viet Nam,2018-11-18T06:00:00,2018-11-25T12:00:00,,,,,,,,,,,,,
1000530,TC,green,,2018-11-17T12:00:00,2018-11-20T18:00:00,,,,,,,,,,,,,
1000528,TC,green,,2018-11-10T06:00:00,2018-11-20T06:00:00,,,,,,,,,,,,,
1000529,TC,red,India,2018-11-10T18:00:00,2018-11-18T18:00:00,,,,,,,,,,,,,
1000527,TC,green,,2018-11-06T00:00:00,2018-11-11T12:00:00,,,,,,,,,,,,,
1000526,TC,green,Mexico,2018-11-02T21:00:00,2018-11-06T00:00:00,,,,,,,,,,,,,
1000524,TC,red,"Philippines, Northern Mariana Islands",2018-10-21T12:00:00,2018-11-02T00:00:00,,,,,,,,,,,,,
1000525,TC,green,"Iceland, Ireland, United Kingdom, Faroe Islands, Svalbard and Jan Mayen, Norway, Sweden",2018-10-27T03:00:00,2018-10-31T21:00:00,,,,,,,,,,,,,
1000523,TC,red,Mexico,2018-10-20T09:00:00,2018-10-24T12:00:00,,,,,,,,,,,,,
1000522,TC,green,,2018-10-19T15:00:00,2018-10-23T12:00:00,,,,,,,,,,,,,
1000521,TC,green,Mexico,2018-10-14T15:00:00,2018-10-17T00:00:00,,,,,,,,,,,,,
1000518,TC,green,Yemen,2018-10-08T00:00:00,2018-10-14T06:00:00,,,,,,,,,,,,,
1000510,TC,green,Portugal,2018-09-23T15:00:00,2018-10-13T21:00:00,,,,,,,,,,,,,
1000520,TC,green,,2018-10-09T10:00:00,2018-10-13T03:00:00,,,,,,,,,,,,,
1000515,TC,green,Mexico,2018-09-29T15:30:00,2018-10-12T18:00:00,,,,,,,,,,,,,
1000517,TC,orange,"United States, Cuba",2018-10-06T21:00:00,2018-10-12T09:00:00,,,,,,,,,,,,,
1000519,TC,red,India,2018-10-09T06:00:00,2018-10-11T00:00:00,,,,,,,,,,,,,
1000514,TC,orange,"Japan, Russian Federation, Korea, Democratic People's Republic of, Korea, Republic of, China, Guam",2018-09-28T00:00:00,2018-10-06T18:00:00,,,,,,,,,,,,,
1000516,TC,green,United States Minor Outlying Islands,2018-09-29T21:00:00,2018-10-06T12:00:00,,,,,,,,,,,,,
1000511,TC,green,Mexico,2018-09-25T09:00:00,2018-10-02T12:00:00,,,,,,,,,,,,,
1000507,TC,green,Japan,2018-09-20T18:00:00,2018-09-30T12:00:00,,,,,,,,,,,,,
1000509,TC,green,"Guadeloupe, Dominica, Martinique, Saint Lucia, Saint Vincent and the Grenadines, Grenada, Barbados",2018-09-22T15:00:00,2018-09-29T03:00:00,,,,,,,,,,,,,
1000513,TC,green,Solomon Islands,2018-09-26T18:00:00,2018-09-28T06:00:00,,,,,,,,,,,,,
1000512,TC,green,,2018-09-26T06:00:00,2018-09-27T00:00:00,,,,,,,,,,,,,
1000508,TC,green,,2018-09-22T03:00:00,2018-09-23T15:00:00,,,,,,,,,,,,,
1000506,TC,orange,India,2018-09-20T12:00:00,2018-09-20T18:00:00,,,,,,,,,,,,,
1000505,TC,green,,2018-09-19T15:00:00,2018-09-20T06:00:00,,,,,,,,,,,,,
1000503,TC,green,,2018-09-12T21:00:00,2018-09-19T03:00:00,,,,,,,,,,,,,
1000504,TC,green,,2018-09-15T00:00:00,2018-09-17T00:00:00,,,,,,,,,,,,,
1000499,TC,green,"Portugal, Ireland, United Kingdom",2018-09-07T21:00:00,2018-09-16T15:00:00,,,,,,,,,,,,,
1000498,TC,red,"China, Philippines, Guam, Northern Mariana Islands, Viet Nam, Laos, Myanmar",2018-09-07T00:00:00,2018-09-16T12:00:00,,,,,,,,,,,,,
1000495,TC,green,United States,2018-08-31T21:00:00,2018-09-16T09:00:00,,,,,,,,,,,,,
1000500,TC,green,"Montserrat, Guadeloupe, Antigua and Barbuda, Dominica, Martinique, Saint Vincent and the Grenadines, Saint Lucia, Barbados",2018-09-07T21:00:00,2018-09-15T09:00:00,,,,,,,,,,,,,
1000496,TC,green,United States,2018-09-01T03:00:00,2018-09-14T00:00:00,,,,,,,,,,,,,
1000502,TC,orange,China,2018-09-09T18:00:00,2018-09-13T18:00:00,,,,,,,,,,,,,
1000501,TC,green,,2018-09-08T15:00:00,2018-09-12T06:00:00,,,,,,,,,,,,,
1000494,TC,green,,2018-08-28T15:00:00,2018-09-08T18:00:00,,,,,,,,,,,,,
1000497,TC,green,United States,2018-09-03T12:30:00,2018-09-05T15:00:00,,,,,,,,,,,,,
1000493,TC,green,Japan,2018-08-27T06:00:00,2018-09-04T12:00:00,,,,,,,,,,,,,
1000492,TC,green,,2018-08-26T09:00:00,2018-09-02T18:00:00,,,,,,,,,,,,,
1000486,TC,green,United States,2018-08-15T03:00:00,2018-08-29T00:00:00,,,,,,,,,,,,,
1000491,TC,green,,2018-08-23T18:00:00,2018-08-25T06:00:00,,,,,,,,,,,,,
1000489,TC,orange,Japan,2018-08-15T12:00:00,2018-08-24T18:00:00,,,,,,,,,,,,,
1000490,TC,green,Japan,2018-08-17T18:00:00,2018-08-24T06:00:00,,,,,,,,,,,,,
1000488,TC,green,"Ireland, United Kingdom",2018-08-15T09:00:00,2018-08-18T09:00:00,,,,,,,,,,,,,
1000485,TC,orange,"Viet Nam, Laos, Thailand, China",2018-08-12T12:00:00,2018-08-17T00:00:00,,,,,,,,,,,,,
1000487,TC,green,"China, Japan",2018-08-15T00:00:00,2018-08-17T00:00:00,,,,,,,,,,,,,
1000484,TC,green,"Korea, Republic of, Japan",2018-08-11T00:00:00,2018-08-15T18:00:00,,,,,,,,,,,,,
1000477,TC,green,,2018-07-31T21:00:00,2018-08-15T00:00:00,,,,,,,,,,,,,
1000481,TC,green,"China, Japan",2018-08-06T18:00:00,2018-08-12T18:00:00,,,,,,,,,,,,,
1000482,TC,green,,2018-08-07T05:00:00,2018-08-11T12:00:00,,,,,,,,,,,,,
1000480,TC,green,Mexico,2018-08-05T21:00:00,2018-08-10T12:00:00,,,,,,,,,,,,,
1000483,TC,green,,2018-08-07T15:00:00,2018-08-09T21:00:00,,,,,,,,,,,,,
1000478,TC,green,Japan,2018-08-02T18:00:00,2018-08-09T12:00:00,,,,,,,,,,,,,
1000479,TC,green,Mexico,2018-08-04T21:00:00,2018-08-07T12:00:00,,,,,,,,,,,,,
1000473,TC,green,Japan,2018-07-22T00:00:00,2018-08-02T18:00:00,,,,,,,,,,,,,
1000476,TC,green,,2018-07-30T12:00:00,2018-07-31T18:00:00,,,,,,,,,,,,,
1000474,TC,green,,2018-07-26T18:00:00,2018-07-29T18:00:00,,,,,,,,,,,,,
1000475,TC,green,,2018-07-26T18:00:00,2018-07-27T12:00:00,,,,,,,,,,,,,
1000472,TC,green,,2018-07-21T18:00:00,2018-07-26T12:00:00,,,,,,,,,,,,,
1000469,TC,orange,"China, Viet Nam, Laos",2018-07-15T12:00:00,2018-07-24T06:00:00,,,,,,,,,,,,,
1000470,TC,green,"China, Japan",2018-07-17T18:00:00,2018-07-23T18:00:00,,,,,,,,,,,,,
1000471,TC,green,,2018-07-21T06:00:00,2018-07-23T12:00:00,,,,,,,,,,,,,
1000466,TC,red,"China, Japan",2018-07-02T18:00:00,2018-07-11T00:00:00,,,,,,,,,,,,,
1000468,TC,green,Canada,2018-07-06T21:00:00,2018-07-10T09:00:00,,,,,,,,,,,,,
1000467,TC,green,"Guadeloupe, Dominica, Martinique",2018-07-05T15:00:00,2018-07-09T03:00:00,,,,,,,,,,,,,
1000465,TC,green,,2018-06-30T21:00:00,2018-07-06T12:00:00,,,,,,,,,,,,,
1000464,TC,green,Japan,2018-06-28T12:00:00,2018-07-04T12:00:00,,,,,,,,,,,,,
1000463,TC,green,,2018-06-27T21:00:00,2018-07-02T00:00:00,,,,,,,,,,,,,
1000462,TC,green,,2018-06-24T03:00:00,2018-06-26T12:00:00,,,,,,,,,,,,,
1000461,TC,green,Mexico,2018-06-14T21:00:00,2018-06-19T00:00:00,,,,,,,,,,,,,
1000460,TC,green,Japan,2018-06-14T06:00:00,2018-06-16T06:00:00,,,,,,,,,,,,,
1000458,TC,green,Mexico,2018-06-09T21:00:00,2018-06-15T18:00:00,,,,,,,,,,,,,
1000459,TC,green,,2018-06-13T18:00:00,2018-06-14T12:00:00,,,,,,,,,,,,,
1000456,TC,green,,2018-06-06T03:00:00,2018-06-11T18:00:00,,,,,,,,,,,,,
1000457,TC,green,Japan,2018-06-08T00:00:00,2018-06-11T12:00:00,,,,,,,,,,,,,
1000455,TC,green,China,2018-06-02T06:00:00,2018-06-07T18:00:00,,,,,,,,,,,,,
1000454,TC,green,"United States, Cuba, Mexico, Belize",2018-05-25T15:00:00,2018-05-29T09:00:00,,,,,,,,,,,,,
1000453,TC,orange,Oman,2018-05-22T00:00:00,2018-05-26T00:00:00,,,,,,,,,,,,,
1000452,TC,green,"Somalia, Ethiopia, Yemen",2018-05-16T18:00:00,2018-05-19T12:00:00,,,,,,,,,,,,,
1000451,TC,green,,2018-05-12T00:00:00,2018-05-13T18:00:00,,,,,,,,,,,,,
1000450,TC,green,,2018-05-10T21:00:00,2018-05-12T00:00:00,,,,,,,,,,,,,
1000449,TC,green,,2018-04-28T06:00:00,2018-05-02T00:00:00,,,,,,,,,,,,,
1000448,TC,green,"Mauritius, Miscellaneous (French) Indian Ocean Islands",2018-04-23T12:00:00,2018-04-25T00:00:00,,,,,,,,,,,,,
1000447,TC,green,Fiji,2018-04-08T18:00:00,2018-04-11T06:00:00,,,,,,,,,,,,,
1000444,TC,green,Australia,2018-03-24T18:00:00,2018-04-06T18:00:00,,,,,,,,,,,,,
1000446,TC,green,Fiji,2018-03-31T12:00:00,2018-04-03T06:00:00,,,,,,,,,,,,,
1000445,TC,green,,2018-03-24T18:00:00,2018-04-01T06:00:00,,,,,,,,,,,,,
1000443,TC,green,Australia,2018-03-22T06:00:00,2018-03-25T00:00:00,,,,,,,,,,,,,
1000442,TC,green,Australia,2018-03-15T18:00:00,2018-03-24T06:00:00,,,,,,,,,,,,,
1000441,TC,orange,Madagascar,2018-03-15T00:00:00,2018-03-20T12:00:00,,,,,,,,,,,,,
1000440,TC,green,,2018-03-12T12:00:00,2018-03-14T12:00:00,,,,92.592,0.432616,,,,,,,,
1000439,TC,green,"New Zealand, New Caledonia, Vanuatu",2018-03-06T12:00:00,2018-03-11T00:00:00,,,,240.7392,0.891593,2049800.0,,,,,,,
1000438,TC,orange,"Miscellaneous (French) Indian Ocean Islands, Madagascar",2018-03-02T12:00:00,2018-03-07T18:00:00,,,,212.9616,1.245988,10129276.0,,,,,,,
1000436,TC,red,Tonga,2018-02-09T00:00:00,2018-02-19T18:00:00,,,,231.48,1.027341,2888568.0,,,,,,,
1000437,TC,green,Australia,2018-02-16T06:00:00,2018-02-18T00:00:00,,,,148.1472,1.181449,20025.0,,,,,,,
1000435,TC,green,"Philippines, Palau",2018-02-08T18:00:00,2018-02-15T06:00:00,,,,138.888,0.648108,30074962.0,,,,,,,
1000433,TC,green,,2018-01-27T00:00:00,2018-02-08T12:00:00,,,,240.7392,0.342076,,,,,,,,
1000434,TC,green,"Norfolk Island, New Caledonia",2018-01-28T00:00:00,2018-01-30T12:00:00,,,,92.592,1.026005,87571.0,,,,,,,
1000432,TC,orange,"Miscellaneous (French) Indian Ocean Islands, Mauritius",2018-01-12T18:00:00,2018-01-20T06:00:00,,,,194.4432,0.9082,2262293.0,,,,,,,
1000431,TC,green,Australia,2018-01-09T18:00:00,2018-01-12T12:00:00,,,,138.888,1.388015,54865.0,,,,,,,
1000430,TC,green,,2018-01-06T00:00:00,2018-01-10T18:00:00,,,,175.9248,1.573796,,,,,,,,
1000429,TC,red,Madagascar,2018-01-02T18:00:00,2018-01-09T06:00:00,,,,175.9248,1.526935,18150763.0,,,,,,,
1000428,TC,green,,2018-01-01T18:00:00,2018-01-04T00:00:00,,,,83.3328,0.57666,,,,,,,,
1000427,TC,green,Australia,2017-12-27T18:00:00,2017-12-28T00:00:00,,,,74.0736,0.821787,14808.0,,,,,,,
1000426,TC,orange,"Viet Nam, Cambodia, Malaysia, Brunei Darussalam, Philippines",2017-12-20T18:00:00,2017-12-26T06:00:00,,,,148.1472,0.660915,69083636.0,,,,,,,
1000425,TC,green,"Malaysia, Viet Nam, Brunei Darussalam, Indonesia, Philippines",2017-12-13T18:00:00,2017-12-22T00:00:00,,,,92.592,0.798623,15476117.0,,,,,,,
1000424,TC,green,India,2017-12-08T18:00:00,2017-12-09T06:00:00,,,,74.0736,0.387754,5.0,,,,,,,
1000422,TC,orange,"India, Maldives, Sri Lanka",2017-11-29T18:00:00,2017-12-05T06:00:00,,,,175.9248,1.021243,36814179.0,,,,,,,
1000423,TC,green,"Indonesia, Christmas Island",2017-11-30T00:00:00,2017-12-03T18:00:00,,,,129.6288,0.558115,14911799.0,,,,,,,
1000421,TC,green,Viet Nam,2017-11-17T12:00:00,2017-11-19T06:00:00,,,,92.592,0.535984,3222946.0,,,,,,,
1000420,TC,green,,2017-11-09T00:00:00,2017-11-12T00:00:00,,,,129.6288,0.67858,,,,,,,,
1000419,TC,green,,2017-11-06T09:00:00,2017-11-09T15:00:00,,,,92.592,27.671938,,,,,,,,
1000418,TC,green,,2017-11-06T06:00:00,2017-11-08T00:00:00,,,,129.6288,0.594231,,,,,,,,
1000417,TC,red,"Viet Nam, Cambodia",2017-11-01T18:00:00,2017-11-04T00:00:00,,,,166.6656,0.998831,18327285.0,,,,,,,
1000416,TC,green,"Bahamas, United States, Cuba",2017-10-28T15:00:00,2017-10-29T21:00:00,,,,101.8512,1.443567,11502959.0,,,,,,,
1000414,TC,green,Japan,2017-10-19T18:00:00,2017-10-29T12:00:00,,,,175.9248,1.120608,114605099.0,,,,,,,
1000415,TC,green,"El Salvador, Honduras",2017-10-27T09:00:00,2017-10-28T18:00:00,,,,83.3328,0.315864,3405021.0,,,,,,,
1000412,TC,red,Japan,2017-10-15T12:00:00,2017-10-23T00:00:00,,,,249.9984,4.92816,130492564.0,,,,,,,
1000413,TC,green,,2017-10-18T18:00:00,2017-10-19T06:00:00,,,,74.0736,1.152493,,,,,,,,
1000411,TC,orange,China,2017-10-12T06:00:00,2017-10-16T06:00:00,,,,166.6656,1.194302,173195381.0,,,,,,,
1000410,TC,green,"Ireland, United Kingdom",2017-10-09T09:00:00,2017-10-16T03:00:00,,,,185.184,7.881818,15359950.0,,,,,,,
1000409,TC,green,,2017-10-08T18:00:00,2017-10-10T00:00:00,,,,64.8144,0.629019,,,,,,,,
1000408,TC,green,United States,2017-10-04T15:00:00,2017-10-08T15:00:00,,,,166.6656,0.551764,6184341.0,,,,,,,
1000407,TC,green,,2017-10-04T09:00:00,2017-10-05T06:00:00,,,,83.3328,0.294122,,,,,,,,
1000404,TC,red,Virgin IslandsU.S.GuadeloupePuerto RicoDominicaTurks and Caicos IslandsDominican RepublicMartiniqueAntigua and BarbudaMontserratSaint Kitts and NevisAnguillaBritish,2017-09-16T21:00:00,2017-09-30T21:00:00,,,,277.776,1.049199,,,,,,,,
1000403,TC,green,,2017-09-15T03:00:00,2017-09-30T09:00:00,,,,185.184,0.723139,,,,,,,,
1000405,TC,green,Mexico,2017-09-23T21:00:00,2017-09-25T18:00:00,,,,92.592,0.238078,790005.0,,,,,,,
1000406,TC,green,,2017-09-23T18:00:00,2017-09-25T06:00:00,,,,64.8144,0.723896,,,,,,,,
1000396,TC,green,"United States, Virgin Islands, British, Virgin Islands, U.S., Anguilla, Antigua and Barbuda, Saint Kitts and Nevis, Montserrat, Guadeloupe",2017-09-05T15:00:00,2017-09-22T21:00:00,,,,249.9984,0.917844,18577480.0,,,,,,,
1000402,TC,green,Mexico,2017-09-14T15:00:00,2017-09-20T00:00:00,,,,138.888,0.273693,656.0,,,,,,,
1000399,TC,green,,2017-09-11T21:00:00,2017-09-19T12:00:00,,,,203.7024,0.0,,,,,,,,
1000398,TC,green,Japan,2017-09-08T18:00:00,2017-09-18T00:00:00,,,,222.2208,1.559279,136920905.0,,,,,,,
1000400,TC,red,"Viet Nam, Laos, Thailand",2017-09-11T18:00:00,2017-09-15T06:00:00,,,,175.9248,1.950077,27103001.0,,,,,,,
1000401,TC,orange,Mexico,2017-09-13T15:00:00,2017-09-15T06:00:00,,,,148.1472,0.336537,1615851.0,,,,,,,
1000393,TC,red,"United States, Bahamas, Cuba, Turks and Caicos Islands, Dominican Republic, Puerto Rico, Virgin Islands, U.S., British, Anguilla, Saint Kitts and Nevis, Antigua and Barbuda, Guadeloupe, Montserrat,",2017-08-30T15:00:00,2017-09-12T03:00:00,,,,296.2944,2.323447,16399676.0,,,,,,,
1000397,TC,orange,Mexico,2017-09-05T21:00:00,2017-09-09T15:00:00,,,,175.9248,0.372462,,,,,,,,
1000395,TC,green,,2017-09-04T18:00:00,2017-09-06T18:00:00,,,,83.3328,,,,,,,,,
1000394,TC,green,China,2017-08-31T18:00:00,2017-09-03T18:00:00,,,,,,,,,,,,,
1000392,TC,green,Mexico,2017-08-29T18:00:00,2017-09-03T06:00:00,,,,,,,,,,,,,
1000391,TC,green,,2017-08-28T12:00:00,2017-09-02T18:00:00,,,,,,,,,,,,,
1000387,TC,orange,United States,2017-08-17T15:00:00,2017-08-31T03:00:00,,,,,,,,,,,,,
1000390,TC,green,"China, Philippines",2017-08-24T12:00:00,2017-08-27T00:00:00,,,,,,,,,,,,,
1000388,TC,green,,2017-08-18T15:00:00,2017-08-23T18:00:00,,,,,,,,,,,,,
1000389,TC,orange,China,2017-08-20T00:00:00,2017-08-23T06:00:00,,,,,,,,,,,,,
1000386,TC,green,,2017-08-13T03:00:00,2017-08-17T15:00:00,,,,,,,,,,,,,
1000384,TC,green,United States Minor Outlying Islands,2017-08-11T00:00:00,2017-08-16T18:00:00,,,,,,,,,,,,,
1000385,TC,green,,2017-08-12T03:00:00,2017-08-14T00:00:00,,,,,,,,,,,,,
1000383,TC,orange,Mexico,2017-08-06T21:00:00,2017-08-10T09:00:00,,,,,,,,,,,,,
1000372,TC,green,Japan,2017-07-20T18:00:00,2017-08-08T12:00:00,,,,,,,,,,,,,
1000382,TC,green,,2017-08-04T15:00:00,2017-08-05T18:00:00,,,,,,,,,,,,,
1000381,TC,green,,2017-08-01T00:00:00,2017-08-05T12:00:00,,,,,,,,,,,,,
1000380,TC,green,United States,2017-07-31T10:00:00,2017-08-01T21:00:00,,,,,,,,,,,,,
1000377,TC,green,,2017-07-22T15:00:00,2017-08-01T18:00:00,,,,,,,,,,,,,
1000379,TC,green,"China, Philippines",2017-07-28T06:00:00,2017-07-31T00:00:00,,,,,,,,,,,,,
1000375,TC,green,,2017-07-21T15:00:00,2017-07-31T00:00:00,,,,,,,,,,,,,
1000378,TC,orange,China,2017-07-26T00:00:00,2017-07-30T00:00:00,,,,,,,,,,,,,
1000369,TC,green,,2017-07-17T15:00:00,2017-07-26T18:00:00,,,,,,,,,,,,,
1000374,TC,green,,2017-07-21T06:00:00,2017-07-26T00:00:00,,,,,,,,,,,,,
1000373,TC,green,"Viet Nam, Laos, Thailand",2017-07-21T00:00:00,2017-07-25T06:00:00,,,,,,,,,,,,,
1000376,TC,green,China,2017-07-21T18:00:00,2017-07-23T00:00:00,,,,,,,,,,,,,
1000367,TC,green,,2017-07-12T03:00:00,2017-07-22T18:00:00,,,,,,,,,,,,,
1000371,TC,green,,2017-07-18T15:00:00,2017-07-20T18:00:00,,,,,,,,,,,,,
1000370,TC,green,"Trinidad and Tobago, Grenada",2017-07-17T21:00:00,2017-07-18T21:00:00,,,,,,,,,,,,,
1000368,TC,orange,"Viet Nam, Laos, Thailand, China, Myanmar",2017-07-15T12:00:00,2017-07-16T18:00:00,,,,,,,,,,,,,
1000366,TC,green,,2017-07-07T21:00:00,2017-07-12T18:00:00,,,,,,,,,,,,,
1000365,TC,green,,2017-07-06T03:00:00,2017-07-07T15:00:00,,,,,,,,,,,,,
1000364,TC,green,Japan,2017-07-02T00:00:00,2017-07-04T18:00:00,,,,,,,,,,,,,
1000363,TC,green,Mexico,2017-06-25T03:00:00,2017-06-28T12:00:00,,,,,,,,,,,,,
1000362,TC,green,United States,2017-06-20T21:00:00,2017-06-22T15:00:00,,,,,,,,,,,,,
1000361,TC,green,"Venezuela, Grenada, Trinidad and Tobago, Netherlands Antilles, Guyana, Aruba, Colombia",2017-06-19T21:00:00,2017-06-20T15:00:00,,,,,,,,,,,,,
1000360,TC,green,Mexico,2017-06-11T21:00:00,2017-06-13T12:00:00,,,,,,,,,,,,,
1000359,TC,green,China,2017-06-11T00:00:00,2017-06-12T18:00:00,,,,,,,,,,,,,
1000358,TC,green,Mexico,2017-05-31T15:00:00,2017-06-02T12:00:00,,,,,,,,,,,,,
1000357,TC,red,"Bangladesh, India",2017-05-27T18:00:00,2017-05-30T06:00:00,,,,,,,,,,,,,
1000355,TC,green,Wallis and Futuna,2017-05-09T00:00:00,2017-05-14T12:00:00,,,,,,,,,,,,,
1000356,TC,green,,2017-05-09T21:00:00,2017-05-11T12:00:00,,,,,,,,,,,,,
1000354,TC,green,New Caledonia,2017-05-02T18:00:00,2017-05-10T06:00:00,,,,,,,,,,,,,
1000353,TC,green,,2017-04-27T00:00:00,2017-04-30T00:00:00,,,,,,,,,,,,,
1000352,TC,green,,2017-04-24T18:00:00,2017-04-27T18:00:00,,,,,,,,,,,,,
1000351,TC,green,,2017-04-19T15:00:00,2017-04-21T09:00:00,,,,,,,,,,,,,
1000350,TC,orange,Myanmar,2017-04-15T12:00:00,2017-04-16T18:00:00,,,,,,,,,,,,,
1000349,TC,green,,2017-04-14T06:00:00,2017-04-15T06:00:00,,,,,,,,,,,,,
1000348,TC,orange,New Caledonia,2017-04-08T00:00:00,2017-04-11T12:00:00,,,,,,,,,,,,,
1000347,TC,green,,2017-04-06T06:00:00,2017-04-10T06:00:00,,,,,,,,,,,,,
1000346,TC,green,Niue,2017-04-05T12:00:00,2017-04-06T12:00:00,,,,,,,,,,,,,
1000345,TC,green,Australia,2017-03-24T18:00:00,2017-03-28T06:00:00,,,,,,,,,,,,,
1000344,TC,green,,2017-03-23T06:00:00,2017-03-27T06:00:00,,,,,,,,,,,,,
1000343,TC,green,,2017-03-08T18:00:00,2017-03-10T18:00:00,,,,,,,,,,,,,
1000341,TC,red,Madagascar,2017-03-03T06:00:00,2017-03-10T12:00:00,,,,,,,,,,,,,
1000342,TC,green,Australia,2017-03-05T12:00:00,2017-03-06T12:00:00,,,,,,,,,,,,,
1000340,TC,green,"Niue, Tonga",2017-02-22T00:00:00,2017-02-22T18:00:00,,,,,,,,,,,,,
